generation	repeats	mean	best	mutation rate
0	458	12,701	22,627	0,10000
1	461	14,382	24,937	0,10000
2	462	16,262	26,182	0,10000
3	461	18,304	29,890	0,10000
4	470	20,340	29,890	0,10000
5	478	22,226	29,890	0,10000
6	477	23,908	29,890	0,10000
7	485	25,386	31,215	0,10000
8	490	26,610	31,215	0,10000
9	482	27,725	31,225	0,10000
10	491	28,725	32,389	0,10000
11	487	29,521	32,389	0,10000
12	485	30,150	32,389	0,10000
13	492	30,663	32,389	0,10000
14	491	31,015	32,533	0,10000
15	489	31,425	32,941	0,10000
16	496	31,756	32,941	0,10000
17	495	32,005	33,700	0,10000
18	496	32,258	33,700	0,10000
19	497	32,439	33,700	0,10000
20	499	32,577	33,700	0,10000
21	499	32,704	33,700	0,10000
22	499	32,845	33,700	0,10000
23	496	32,995	33,700	0,10000
24	498	33,172	33,700	0,10000
25	499	33,330	33,891	0,10000
26	499	33,482	33,891	0,10000
27	500	33,635	33,891	0,10000
28	500	33,704	33,891	0,10000
29	499	33,708	33,891	0,10000
30	498	33,717	33,891	0,10000
31	498	33,736	34,104	0,10000
32	499	33,771	34,104	0,10000
33	500	33,811	34,104	0,10000
34	500	33,851	34,104	0,10000
35	498	33,894	34,104	0,10000
36	498	33,912	34,104	0,10000
37	499	33,933	34,104	0,10000
38	500	33,973	34,104	0,10000
39	500	34,015	34,104	0,10000
40	500	34,058	34,104	0,10000
41	500	34,097	34,104	0,10000
42	500	34,104	34,104	0,10000
43	500	34,104	34,104	0,10000
44	500	34,104	34,104	0,10000
45	500	34,104	34,104	0,10000
46	500	34,104	34,104	0,10000
47	500	34,104	34,104	0,10000
48	500	34,104	34,104	0,10000
49	500	34,104	34,104	0,10000
50	500	34,104	34,104	0,10000
51	500	34,104	34,104	0,10000
52	500	34,104	34,104	0,10000
53	500	34,104	34,104	0,10000
54	500	34,104	34,104	0,10000
55	500	34,104	34,104	0,10000
56	500	34,104	34,104	0,10000
57	500	34,104	34,104	0,10000
58	500	34,104	34,104	0,10000
59	500	34,104	34,104	0,10000
60	500	34,104	34,104	0,10000
61	500	34,104	34,104	0,10000
62	500	34,104	34,104	0,10000
63	500	34,104	34,104	0,10000
64	500	34,104	34,104	0,10000
65	500	34,104	34,104	0,10000
66	500	34,104	34,104	0,10000
67	500	34,104	34,104	0,10000
68	500	34,104	34,104	0,10000
69	500	34,104	34,104	0,10000
70	500	34,104	34,104	0,10000
71	500	34,104	34,104	0,10000
72	500	34,104	34,104	0,10000
73	499	34,104	34,105	0,10000
74	500	34,104	34,105	0,10000
75	500	34,104	34,105	0,10000
76	500	34,104	34,105	0,10000
77	500	34,104	34,105	0,10000
78	500	34,105	34,105	0,10000
79	499	34,105	34,106	0,10000
80	500	34,105	34,106	0,10000
81	500	34,105	34,106	0,10000
82	500	34,105	34,106	0,10000
83	500	34,105	34,106	0,10000
84	499	34,105	34,106	0,10000
85	500	34,105	34,106	0,10000
86	500	34,106	34,106	0,10000
87	500	34,106	34,106	0,10000
88	500	34,106	34,106	0,10000
89	500	34,106	34,106	0,10000
90	500	34,106	34,106	0,10000
91	500	34,106	34,106	0,10000
92	500	34,106	34,106	0,10000
93	500	34,106	34,106	0,10000
94	500	34,106	34,106	0,10000
95	500	34,106	34,106	0,10000
96	500	34,106	34,106	0,10000
97	500	34,106	34,106	0,10000
98	500	34,106	34,106	0,10000
99	500	34,106	34,106	0,10000
100	500	34,106	34,106	0,10000
101	500	34,106	34,106	0,10000
102	500	34,106	34,106	0,10000
103	500	34,106	34,106	0,10000
104	500	34,106	34,106	0,10000
105	500	34,106	34,106	0,10000
106	500	34,106	34,106	0,10000
107	500	34,106	34,106	0,10000
108	500	34,106	34,106	0,10000
109	500	34,106	34,106	0,10000
110	500	34,106	34,106	0,10000
111	500	34,106	34,106	0,10000
112	499	34,106	34,106	0,10000
113	500	34,106	34,106	0,10000
114	500	34,106	34,106	0,10000
115	500	34,106	34,106	0,10000
116	500	34,106	34,106	0,10000
117	500	34,106	34,106	0,10000
118	500	34,106	34,106	0,10000
119	500	34,106	34,106	0,10000
120	500	34,106	34,106	0,10000
121	500	34,106	34,106	0,10000
122	500	34,106	34,106	0,10000
123	500	34,106	34,106	0,10000
124	500	34,106	34,106	0,10000
125	500	34,106	34,106	0,10000
126	500	34,106	34,106	0,10000
127	500	34,106	34,106	0,10000
128	500	34,106	34,106	0,10000
129	500	34,106	34,106	0,10000
130	500	34,106	34,106	0,10000
