generation	repeats	mean	best	mutation rate
0	408	11,469	19,548	0,10000
1	410	11,298	19,548	0,10000
2	440	11,288	19,548	0,10000
3	420	11,846	19,548	0,10000
4	417	11,950	19,548	0,10000
5	411	12,074	19,548	0,10000
6	413	12,039	19,548	0,10000
7	413	11,838	19,548	0,10000
8	413	12,052	19,548	0,10000
9	411	12,424	19,548	0,10000
10	409	12,737	19,548	0,10000
11	410	12,900	19,548	0,10000
12	413	12,643	19,548	0,10000
13	407	12,760	19,548	0,10000
14	407	12,678	19,548	0,10000
15	411	12,656	19,548	0,10000
16	409	12,669	19,548	0,10000
17	404	12,862	19,548	0,10000
18	410	12,952	19,548	0,10000
19	416	13,019	19,548	0,10000
20	413	12,698	19,548	0,10000
21	408	12,555	19,548	0,10000
22	414	12,774	19,548	0,10000
23	410	12,683	19,548	0,10000
24	406	13,005	19,548	0,10000
25	409	13,330	19,548	0,10000
26	404	13,426	19,548	0,10000
27	407	13,276	19,548	0,10000
28	409	12,871	19,548	0,10000
29	411	13,017	19,548	0,10000
30	411	13,197	19,548	0,10000
31	414	13,583	19,548	0,10000
32	439	13,798	19,548	0,10000
33	422	13,777	19,548	0,10000
34	411	13,454	19,548	0,10000
35	410	13,830	19,548	0,10000
36	415	13,754	19,548	0,10000
37	412	13,914	19,548	0,10000
38	412	14,050	19,548	0,10000
39	409	14,035	19,548	0,10000
40	409	13,849	19,548	0,10000
41	413	13,288	19,548	0,10000
42	410	13,290	19,548	0,10000
43	410	13,402	19,548	0,10000
44	413	14,009	19,548	0,10000
45	417	14,106	19,548	0,10000
46	432	14,132	19,548	0,10000
47	419	14,085	19,548	0,10000
48	417	14,142	19,548	0,10000
49	416	14,057	19,548	0,10000
50	415	14,024	19,548	0,10000
51	416	13,663	19,548	0,10000
52	410	13,713	19,548	0,10000
53	417	13,877	19,548	0,10000
54	425	13,859	19,548	0,10000
55	415	13,456	19,548	0,10000
56	411	13,457	19,548	0,10000
57	411	14,086	19,548	0,10000
58	410	14,142	19,548	0,10000
59	411	14,086	19,548	0,10000
60	410	14,078	19,548	0,10000
61	407	13,849	19,548	0,10000
62	411	13,876	19,548	0,10000
63	406	13,887	19,548	0,10000
64	413	13,961	19,548	0,10000
65	409	14,039	19,548	0,10000
66	414	13,769	19,548	0,10000
67	414	14,141	19,548	0,10000
68	414	14,394	19,548	0,10000
69	414	14,545	19,548	0,10000
70	407	15,050	19,651	0,10000
71	413	15,372	20,150	0,10000
72	411	14,822	20,150	0,10000
73	412	14,666	20,150	0,10000
74	410	14,373	20,150	0,10000
75	417	14,709	20,150	0,10000
76	415	14,675	20,150	0,10000
77	417	14,533	20,150	0,10000
78	407	14,506	20,150	0,10000
79	410	14,544	20,150	0,10000
80	413	14,590	20,150	0,10000
81	408	14,709	20,150	0,10000
82	409	14,829	20,150	0,10000
83	434	14,764	20,150	0,10000
84	413	14,737	20,150	0,10000
85	410	14,735	20,150	0,10000
86	418	14,690	20,150	0,10000
87	421	14,731	20,150	0,10000
88	412	14,758	20,150	0,10000
89	411	14,868	20,150	0,10000
90	416	14,709	20,150	0,10000
91	415	14,740	20,150	0,10000
92	415	14,622	20,150	0,10000
93	403	14,677	20,150	0,10000
94	412	14,670	20,150	0,10000
95	415	14,290	20,150	0,10000
96	417	14,456	20,150	0,10000
97	411	14,450	20,150	0,10000
98	414	14,303	20,150	0,10000
99	413	14,390	20,150	0,10000
100	415	14,413	20,150	0,10000
101	409	14,398	20,150	0,10000
102	411	14,324	20,150	0,10000
103	409	14,369	20,150	0,10000
104	406	14,942	20,150	0,10000
105	413	14,780	20,150	0,10000
106	417	15,337	20,150	0,10000
107	410	15,306	20,150	0,10000
108	406	15,207	20,150	0,10000
109	419	15,198	20,150	0,10000
110	410	15,133	20,150	0,10000
111	411	15,037	20,150	0,10000
112	413	15,104	20,150	0,10000
113	412	14,772	20,150	0,10000
114	442	14,710	20,150	0,10000
115	416	15,088	20,150	0,10000
116	415	15,002	20,150	0,10000
117	409	15,014	20,150	0,10000
118	416	15,106	20,150	0,10000
119	413	15,198	20,150	0,10000
120	414	14,573	20,150	0,10000
121	440	14,762	20,150	0,10000
122	408	14,662	20,150	0,10000
123	418	14,593	20,150	0,10000
124	416	14,291	20,150	0,10000
125	413	14,204	20,150	0,10000
126	412	14,148	20,150	0,10000
127	432	14,422	20,150	0,10000
128	421	14,457	20,150	0,10000
129	420	14,511	20,150	0,10000
130	411	14,317	20,150	0,10000
131	414	14,709	20,150	0,10000
132	410	14,905	20,150	0,10000
133	406	14,951	20,150	0,10000
134	406	15,017	20,150	0,10000
135	413	14,562	20,150	0,10000
136	414	14,542	20,150	0,10000
137	413	14,610	20,150	0,10000
138	410	15,004	20,150	0,10000
139	449	15,091	20,150	0,10000
140	416	15,520	20,150	0,10000
141	417	15,549	20,150	0,10000
142	413	15,793	20,150	0,10000
143	431	15,757	20,150	0,10000
144	412	15,742	20,150	0,10000
145	408	16,111	20,150	0,10000
146	412	15,993	20,150	0,10000
147	410	16,062	20,150	0,10000
148	408	16,300	20,150	0,10000
149	415	16,288	20,150	0,10000
150	416	16,259	20,150	0,10000
151	413	15,951	20,150	0,10000
152	414	15,486	20,150	0,10000
153	411	15,375	20,150	0,10000
154	416	15,564	20,150	0,10000
155	417	15,656	20,150	0,10000
156	415	16,031	20,150	0,10000
157	410	15,814	20,150	0,10000
158	416	15,905	20,150	0,10000
159	412	15,879	20,150	0,10000
160	412	15,987	20,150	0,10000
161	408	15,953	20,150	0,10000
162	410	15,895	20,150	0,10000
163	405	15,982	20,150	0,10000
164	414	15,771	20,150	0,10000
165	410	15,793	20,150	0,10000
166	442	15,119	20,150	0,10000
167	420	15,115	20,150	0,10000
168	408	15,831	20,150	0,10000
169	418	15,806	20,150	0,10000
170	418	15,806	20,150	0,10000
171	446	15,868	20,150	0,10000
172	415	15,647	20,150	0,10000
173	423	15,736	20,150	0,10000
174	417	15,669	20,150	0,10000
175	416	15,687	20,150	0,10000
176	414	15,751	20,150	0,10000
177	420	16,124	20,150	0,10000
178	430	16,174	20,150	0,10000
179	422	16,121	20,150	0,10000
180	413	16,284	20,150	0,10000
181	412	16,264	20,150	0,10000
182	423	16,257	20,150	0,10000
183	417	16,344	20,150	0,10000
184	418	16,345	20,150	0,10000
185	409	15,953	20,150	0,10000
186	411	15,822	20,150	0,10000
187	423	15,742	20,150	0,10000
188	409	15,741	20,150	0,10000
189	418	15,753	20,150	0,10000
190	408	15,605	20,150	0,10000
191	413	15,674	20,150	0,10000
192	417	15,642	20,150	0,10000
193	410	15,462	20,150	0,10000
194	406	15,448	20,150	0,10000
195	407	15,355	20,150	0,10000
196	419	15,373	20,150	0,10000
197	410	15,342	20,150	0,10000
198	413	15,402	20,150	0,10000
199	419	15,575	20,150	0,10000
200	423	15,573	20,150	0,10000
201	416	15,565	20,150	0,10000
202	445	15,527	20,150	0,10000
203	420	15,525	20,150	0,10000
204	405	15,525	20,150	0,10000
205	419	15,522	20,150	0,10000
206	422	15,515	20,150	0,10000
207	410	15,415	20,150	0,10000
208	414	15,430	20,150	0,10000
209	413	15,563	20,150	0,10000
210	409	15,432	20,150	0,10000
211	411	15,605	20,150	0,10000
212	415	15,769	20,150	0,10000
213	412	16,240	20,150	0,10000
214	416	16,427	20,150	0,10000
215	434	16,516	20,150	0,10000
216	409	16,024	20,150	0,10000
217	408	16,092	20,150	0,10000
218	419	16,407	20,150	0,10000
219	409	16,342	20,150	0,10000
220	403	16,088	20,150	0,10000
221	414	15,703	20,150	0,10000
222	415	15,854	20,150	0,10000
223	411	15,923	20,150	0,10000
224	413	15,724	20,150	0,10000
225	438	15,626	20,150	0,10000
226	423	15,722	20,150	0,10000
227	413	15,567	20,150	0,10000
228	411	15,688	20,150	0,10000
229	408	16,043	20,150	0,10000
230	410	16,092	20,150	0,10000
231	415	15,898	20,150	0,10000
232	412	15,445	20,150	0,10000
233	412	15,438	20,150	0,10000
234	410	15,417	20,150	0,10000
235	412	15,565	20,150	0,10000
236	413	15,478	20,150	0,10000
237	419	15,456	20,150	0,10000
238	408	15,521	20,150	0,10000
239	411	15,344	20,150	0,10000
240	441	15,423	20,150	0,10000
241	409	15,318	20,150	0,10000
242	411	15,297	20,150	0,10000
243	413	15,393	20,150	0,10000
244	414	15,426	20,150	0,10000
245	415	15,514	20,150	0,10000
246	405	15,546	20,150	0,10000
247	404	15,539	20,150	0,10000
248	409	15,503	20,150	0,10000
249	411	15,535	20,150	0,10000
250	411	15,581	20,150	0,10000
251	414	15,551	20,150	0,10000
252	415	15,479	20,150	0,10000
253	416	15,536	20,150	0,10000
254	414	15,516	20,150	0,10000
