generation	repeats	mean	best	mutation rate
332	0	10,757	16,013	0,00000
333	0	10,882	16,724	0,00000
334	0	10,861	15,448	0,00000
335	0	10,746	16,084	0,00000
336	0	10,725	18,401	0,00000
337	0	11,016	20,248	0,00000
338	0	10,912	17,941	0,00000
339	1	11,136	17,707	0,00000
340	1	11,424	17,980	0,00000
341	1	11,153	16,229	0,00000
342	0	11,098	15,424	0,00000
343	0	10,923	16,975	0,00000
344	0	10,967	20,257	0,00000
345	0	10,703	16,235	0,00000
346	0	10,465	16,488	0,00000
347	1	10,488	17,823	0,00000
348	0	10,639	16,242	0,00000
349	0	10,593	15,228	0,00000
350	1	10,518	16,550	0,00000
351	2	10,583	15,534	0,00000
352	0	10,413	15,632	0,00000
353	0	10,647	14,982	0,00000
354	0	10,672	17,717	0,00000
355	0	10,507	16,630	0,00000
356	2	10,323	17,623	0,00000
357	0	10,211	14,098	0,00000
358	0	10,539	17,284	0,00000
359	0	10,954	17,191	0,00000
360	1	11,127	18,244	0,00000
361	0	11,093	17,278	0,00000
362	0	11,154	19,048	0,00000
363	1	11,120	18,317	0,00000
364	0	11,047	17,835	0,00000
365	0	11,112	18,041	0,00000
366	0	10,996	17,148	0,00000
367	0	11,018	17,221	0,00000
368	0	11,050	19,884	0,00000
369	1	10,991	19,765	0,00000
370	0	11,177	18,975	0,00000
371	0	11,364	18,785	0,00000
372	0	11,327	17,474	0,00000
373	0	11,330	16,320	0,00000
374	0	11,351	17,493	0,00000
375	0	11,083	16,039	0,00000
376	0	11,295	17,440	0,00000
377	0	11,596	17,917	0,00000
378	0	11,118	16,505	0,00000
379	0	11,085	15,847	0,00000
380	0	11,018	18,242	0,00000
381	0	10,940	17,809	0,00000
382	1	10,993	19,791	0,00000
383	0	10,779	15,803	0,00000
384	0	10,903	15,795	0,00000
385	0	10,765	16,829	0,00000
386	0	10,915	16,509	0,00000
387	1	11,127	17,005	0,00000
388	0	11,249	16,919	0,00000
389	0	10,756	15,799	0,00000
390	1	10,802	15,318	0,00000
391	0	10,589	15,371	0,00000
392	0	10,491	15,368	0,00000
393	0	10,529	18,910	0,00000
394	0	10,507	17,033	0,00000
395	0	10,631	20,254	0,00000
396	1	10,702	15,496	0,00000
397	0	10,409	18,249	0,00000
398	0	10,611	16,208	0,00000
399	0	10,535	15,962	0,00000
400	0	10,564	16,432	0,00000
401	1	10,561	17,750	0,00000
402	1	10,455	16,921	0,00000
403	0	10,032	16,917	0,00000
404	0	10,125	17,539	0,00000
405	0	10,231	16,748	0,00000
